Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Chocobo Racing,PS,1999.0,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,,,,,Square Electronic Arts,E
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,0.0,0.05,0.0,0.01,0.06,,,,,Avalanche Software,Seven
LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,0.33,0.1,0.0,0.02,0.44,85.0,27.0,8.6,15.0,Traveller's Tales,E10
Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.16,0.23,0.0,0.05,0.44,68.0,67.0,8,88.0,Creative Assembly,M
Petz: Catz 2,Wii,2007.0,Simulation,Ubisoft,0.4,0.01,0.0,0.03,0.44,,,5.8,6.0,Ubisoft,E
Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,Square Enix,0.13,0.0,0.31,0.01,0.44,83.0,41.0,7.6,45.0,"Square Enix, TOSE",E
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,,
Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44,,,,,Namco,E
Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,,,,,Activision,USK_16
Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44,,,,,,
Fable,X360,2014.0,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.44,,,,,Lionhead Studios,M
Family Fest Presents Circus Games,Wii,2008.0,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44,,,tbd,,Kuju Entertainment,E
Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.44,66.0,5.0,8.2,5.0,Konami,E10
Bomberman II,NES,1991.0,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,,,,,Hudson Soft,E
Duke Nukem 64,N64,1997.0,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44,,,,,Eurocom Entertainment Software,M
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011.0,Action,Activision,0.32,0.08,0.0,0.03,0.44,,,,,,
The Urbz: Sims in the City (all regions sales),DS,2004.0,Simulation,Electronic Arts,0.4,0.01,0.02,0.0,0.44,,,,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005.0,Misc,THQ,0.19,0.06,0.0,0.01,0.26,,,,,WayForward Technologies,Three
Super Robot Taisen OG: Original Generations,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44,,,,,Banpresto,
G-Force,Wii,2009.0,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44,69.0,6.0,8,6.0,Eurocom Entertainment Software,E10
Army Men World War: Final Front,PS,2001.0,Action,3DO,0.24,0.17,0.0,0.03,0.44,,,,,,T
Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.28,0.12,0.0,0.04,0.44,79.0,52.0,8.3,160.0,High Moon Studios,T
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74.0,51.0,8,20.0,Slant Six,T
MX Unleashed,XB,2004.0,Racing,THQ,0.34,0.08,0.0,0.02,0.44,81.0,18.0,9.3,12.0,Rainbow Studios,E
Puppy Luv: Spa and Resort,DS,2007.0,Simulation,Activision,0.4,0.0,0.0,0.03,0.44,,,tbd,,Humagade,E
Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
Grind Session,PS,2000.0,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44,,,,,,E
Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44,,,,,,
Madden NFL 12,Wii,2011.0,Sports,Electronic Arts,0.41,0.0,0.0,0.03,0.44,,,6.2,5.0,EA Tiburon,E
Wario World,GC,2003.0,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,71.0,30.0,7.2,44.0,Treasure,E
DmC: Devil May Cry,XOne,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.14,86.0,65.0,5.1,1438.0,Ninja Theory,M
Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,THQ,0.17,0.04,0.0,0.01,0.22,53.0,6.0,tbd,,A2M,E
Super Breakout,2600,1982.0,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,,,,,,
FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.28,0.05,0.11,0.44,57.0,9.0,4.1,89.0,Electronic Arts,E
The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,59.0,22.0,6.6,36.0,Etranges Libellules,E10
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,Bandai Namco Entertainment,
Samurai Warriors 3,Wii,2009.0,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55.0,26.0,7.2,22.0,Omega Force,T
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.25,0.14,0.0,0.04,0.44,65.0,5.0,4,6.0,Papaya Studios,E10
TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44,88.0,18.0,9,65.0,Free Radical Design,T
Battlebots: Design & Destroy,GBA,2003.0,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,,,,,Majesco Entertainment,E
Robert Ludlum's The Bourne Conspiracy,X360,2008.0,Action,Vivendi Games,0.26,0.13,0.0,0.04,0.44,71.0,72.0,7.2,63.0,High Moon Studios,T
Robert Ludlum's The Bourne Conspiracy,X360,2008.0,Action,Vivendi Games,0.26,0.13,0.0,0.04,0.44,71.0,72.0,7.2,63.0,High Moon Studios,T
Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,92.0,41.0,8.7,173.0,Silicon Knights,M
Food Network: Cook or Be Cooked,Wii,2009.0,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,53.0,8.0,6.8,5.0,Red Fly Studio,E
Power Rangers: S.P.D.,GBA,2004.0,Action,THQ,0.31,0.12,0.0,0.01,0.44,,,tbd,,Natsume,E10
Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,75.0,24.0,8.7,33.0,CyberConnect2,T
The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82.0,63.0,8.1,196.0,Starbreeze,M
Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.38,0.02,0.0,0.03,0.44,70.0,14.0,2.8,40.0,Frontier Developments,E10
Jump Start Pet Rescue,Wii,2009.0,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44,,,,,,
SingStar Motown,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,,,,,SCE London Studio,
Child of Eden,X360,2011.0,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,84.0,81.0,7.7,95.0,Q Entertainment,E10
Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,Bandai,
Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,Bandai,
Spider-Man: Shattered Dimensions,PS3,2010.0,Action,Activision,0.26,0.12,0.0,0.05,0.44,74.0,57.0,7.5,96.0,Beenox,T
Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,73.0,15.0,8.6,5.0,Point of View,E
SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.36,0.01,0.0,0.06,0.44,,,tbd,,THQ,E
Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80.0,34.0,7.8,117.0,Tri-Crescendo,T
SingStar Queen,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.25,0.0,0.07,0.44,,,,,SCEE London Studio,T
Karaoke Revolution,Wii,2009.0,Misc,Konami Digital Entertainment,0.24,0.15,0.0,0.04,0.44,63.0,4.0,tbd,,Blitz Games Studios,T
Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,78.0,22.0,5.2,5.0,Secret Level,T
Walk it Out!,Wii,2010.0,Sports,Konami Digital Entertainment,0.35,0.05,0.0,0.03,0.44,,,,,,E10
Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58.0,9.0,8.6,18.0,Nintendo,E
Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.4,0.0,0.0,0.03,0.43,60.0,4.0,6,8.0,Blue Tongue Entertainment,E
Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,73.0,36.0,8.6,53.0,SCEE,M
Need for Speed: Shift 2 Unleashed,PS3,2011.0,Racing,Electronic Arts,0.2,0.35,0.0,0.12,0.67,,,,,Slightly Mad Studios,Three
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,,,,,,E
Ninja Gaiden 3,WiiU,2012.0,Action,Nintendo,0.14,0.03,0.0,0.02,0.18,58.0,43.0,5,152.0,Team Ninja,M
Band Hero,DS,2009.0,Misc,Activision,0.2,0.19,0.0,0.04,0.43,65.0,18.0,7,4.0,Vicarious Visions,E10
Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,72.0,8.0,8.2,13.0,EA Canada,E
Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,,,,,EA Sports,E
007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43,,,,,Treyarch,T
Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.43,69.0,20.0,tbd,,Tenyo,E
Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,,,tbd,,Runecraft,T
SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,88.0,22.0,8.5,11.0,EA Sports Big,E
Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.31,0.12,0.0,0.01,0.43,,,,,,
Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74.0,33.0,6.8,28.0,Hudson Soft,E
Borderlands: The Handsome Collection,XOne,2015.0,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43,80.0,11.0,7.8,119.0,Gearbox Software,M
Sleeping Dogs,XOne,2014.0,Action,Square Enix,0.1,0.09,0.0,0.02,0.2,,,,,Bandai Namco Entertainment,Eighteen
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68.0,36.0,8.4,17.0,Traveller's Tales,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68.0,36.0,8.4,17.0,Traveller's Tales,T
NiGHTS into dreams...,PS2,2008.0,Platform,Sega,0.0,0.0,0.01,0.0,0.01,,,,,Sega,E
Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,LucasArts,0.19,0.18,0.0,0.07,0.43,43.0,22.0,5.3,16.0,"LucasArts, Krome Studios",T
NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,88.0,13.0,8.8,19.0,EA Sports,E
Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,51.0,7.0,3.6,16.0,Argonaut Games,E
Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,,,,,Nintendo,Twelve
DanceStar Party,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.34,0.0,0.1,0.43,,,,,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73.0,26.0,7.5,100.0,CyberConnect2,T
Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.43,43.0,31.0,5.5,49.0,Artificial Mind and Movement,T
MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,76.0,5.0,8.1,8.0,989 Sports,E
Deadpool,X360,2013.0,Action,Activision,0.26,0.13,0.0,0.04,0.43,62.0,49.0,7.4,368.0,High Moon Studios,M
Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,74.0,25.0,7.1,36.0,TT Games,E10
MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81.0,26.0,6.8,79.0,SCEA San Diego Studios,E
Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77.0,32.0,8.4,93.0,"Capcom, Pipeworks Software, Inc.",M
Hyperdimension Neptunia,PSV,2013.0,Role-Playing,Compile Heart,0.05,0.0,0.07,0.01,0.13,45.0,31.0,7,148.0,Compile Heart,Twelve
TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,81.0,23.0,8,40.0,Free Radical Design,T
Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,,,,,
InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,51.0,7.0,8.1,28.0,Kamui,T
The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,,,,,BAM! Entertainment,E
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81.0,17.0,8.6,18.0,Inti,E
My Spanish Coach,DS,2007.0,Misc,Ubisoft,0.4,0.0,0.0,0.03,0.43,73.0,7.0,tbd,,"Ubisoft, Sensory Sweep",E
Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,,,,,,
Payday 2,XOne,2015.0,Shooter,505 Games,0.09,0.07,0.0,0.02,0.18,74.0,12.0,6.2,181.0,Overkill Software,Eighteen
WWE 2K16,X360,2015.0,Sports,Take-Two Interactive,0.27,0.12,0.0,0.04,0.43,,,5.4,25.0,Yuke's,T
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,,,,,Dimps,T
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.31,0.11,0.0,0.01,0.43,,,,,,
Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.06,0.43,,,8.7,63.0,BioWare,M
Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,0.24,0.43,64.0,9.0,8.7,6.0,War Drum Studios,E10
Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.21,0.16,0.0,0.06,0.43,68.0,27.0,8.8,16.0,High Voltage Software,M
Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,,,,,Nintendo,E
WipEout 64,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,,,,,Midway Games,E
EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.8,5.0,Harmonix Music Systems,E
Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,,,,,,
EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,74.0,22.0,8.2,33.0,Sony Online Entertainment,T
OkamiDen,DS,2010.0,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82.0,48.0,7.9,53.0,Capcom,E10
Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,,,,,UEP Systems,Three
Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47.0,14.0,6,24.0,TOYBOX,E10
Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43,77.0,5.0,7.1,29.0,Ubisoft,E10
Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71.0,12.0,8.8,23.0,Sunrise Interactive,T
Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,,,7.2,6.0,Gremlin Interactive,E
TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0.0,0.04,0.43,68.0,7.0,tbd,,Hijinx Studios,E
Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57.0,27.0,6.8,11.0,Square Enix,T
Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89.0,52.0,8.5,171.0,Konami,T
Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,87.0,30.0,7.6,2202.0,Rockstar Studios,M
Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.25,0.14,0.0,0.04,0.43,,,tbd,,Game Machine Studios,E
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66.0,27.0,7.8,25.0,Alfa System,T
Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43,,,tbd,,Digital Kids,E
Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,64.0,49.0,6.9,117.0,Obsidian Entertainment,M
Wolfenstein: The Old Blood,XOne,2015.0,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,75.0,23.0,8,101.0,MachineGames,Eighteen
Deer Drive,DS,2010.0,Sports,Mastiff,0.4,0.0,0.0,0.02,0.43,,,tbd,,Mastiff,T
Petz: Horsez 2,DS,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43,,,tbd,,Virtual Toys,E
Rayman Legends,X360,2013.0,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,Ubisoft Montpellier,E10
Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,92.0,13.0,8.5,17.0,EA Sports,E
Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43,,,,,Infrogrames,E
Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43,74.0,22.0,tbd,,Midway,T
Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,53.0,10.0,5.2,6.0,Zoe Mode,E
Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.4,0.0,0.0,0.03,0.43,,,tbd,,Kouyousha,T
Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43,80.0,28.0,7.6,95.0,Microsoft Game Studios,E
Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43,,,5.7,7.0,Now Production,E
NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,,,,,
SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43,46.0,18.0,6.7,6.0,Sega,T
Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,70.0,13.0,6.6,16.0,Radical Entertainment,E10
Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,56.0,23.0,6.5,13.0,Aspect,E10
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42,,,,,,
Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42,,,,,,
NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,88.0,15.0,8.6,7.0,EA Sports,E
Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.42,68.0,38.0,4.4,40.0,EA Chicago,M
2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,74.0,29.0,4.4,93.0,EA Canada,E
The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,54.0,18.0,5.4,28.0,Krome Studios,E10
Atelier Totori: The Adventurer of Arland,PSV,2012.0,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09,74.0,19.0,6.7,109.0,Gust,T
Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79.0,10.0,8.9,24.0,Capcom,E
Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.42,65.0,24.0,8.2,6.0,Juice Games,T
25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42,39.0,23.0,4.9,46.0,"Ritual Entertainment, Avalanche Software",M
NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,81.0,28.0,5.8,18.0,2K Sports,E10
Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,68.0,24.0,6.4,13.0,EA LA,T
The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,84.0,17.0,6.9,20.0,Edge of Reality,T
Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,64.0,19.0,3.1,157.0,Frontier Developments,T
The X Files,PS,1999.0,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42,,,,,,
Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,
Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42,,,,,Traveller's Tales,E
"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.22,0.01,0.0,0.02,0.25,,,,,THQ,E
Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0,Neversoft Entertainment,T
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,,,EA Los Angeles,T
Sin and Punishment: Star Successor,Wii,2009.0,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42,,,,,Treasure,T
Crash: Mind Over Mutant,PSP,2008.0,Platform,Vivendi Games,0.11,0.2,0.0,0.11,0.42,,,6.5,8.0,Virtuos,E10
Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42,,,tbd,,D3Publisher,E
Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,,,,,Nintendo,
Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,91.0,12.0,7.8,12.0,Psygnosis,E
All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,78.0,19.0,7.5,11.0,Acclaim Studios Austin,E
Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,,,,,,E
Skylanders: SuperChargers,Wii,2015.0,Action,Activision,0.02,0.12,0.0,0.01,0.15,,,5.4,5.0,Vicarious Visions,E10
Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42,,,tbd,,Papaya Studios,E10
NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,69.0,8.0,6.9,10.0,Black Box,E
Batman: Arkham Origins Blackgate,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42,61.0,38.0,6.8,106.0,Armature Studio,T
Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,73.0,27.0,8,42.0,High Voltage Software,M
Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,,,,,Entertainment Software Publishings,T
2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,Electronic Arts,E
ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,Kush Games,E
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,,,,,Konami,E
Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42,55.0,5.0,7.7,9.0,Climax Group,E
Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,THQ,0.11,0.01,0.0,0.01,0.13,,,,,THQ,E10
Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.21,0.16,0.0,0.05,0.42,64.0,22.0,7.2,9.0,Atari,E
Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79.0,51.0,7.2,244.0,RedLynx,E10
American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,47.0,4.0,7.5,13.0,Creat Studios,T
NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42,70.0,12.0,8.1,9.0,Electronic Arts,E
Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42,60.0,21.0,tbd,,Ubisoft,E
Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42,71.0,56.0,5.9,18.0,Beenox,T
